Date,Region,Product,Sales Amount
2023-12-15,South,Product B,4930.84
2023-12-15,East,Product B,999.84
2023-12-15,East,Product C,3114.51
2023-12-15,North,Product D,3674.58
2023-12-15,West,Product C,2494.54
2023-12-15,South,Product D,1899.52
2023-12-16,South,Product B,4031.39
2023-12-16,West,Product C,3606.29
2023-12-16,East,Product A,1491.56
2023-12-16,East,Product A,4452.06
2023-12-16,West,Product C,2329.8
2023-12-16,West,Product B,3324.55
2023-12-16,North,Product D,4830.67
2023-12-16,West,Product B,2781.17
2023-12-16,East,Product B,1274.39
2023-12-17,South,Product C,1813.03
2023-12-17,East,Product A,1524.34
2023-12-17,North,Product B,4644.67
2023-12-18,North,Product D,131.87
2023-12-18,East,Product C,3070.38
2023-12-18,South,Product C,4298.54
2023-12-18,East,Product D,2755.24
2023-12-18,West,Product D,1990.55
2023-12-19,East,Product A,4264.62
2023-12-19,East,Product C,457.05
2023-12-19,North,Product D,3757.14
2023-12-19,West,Product D,3228.54
2023-12-19,North,Product B,2536.89
2023-12-19,South,Product A,3930.43
2023-12-20,West,Product B,832.76
2023-12-20,South,Product B,488.41
2023-12-20,East,Product A,2275.92
2023-12-20,North,Product D,222.78
2023-12-20,South,Product B,3286.31
2023-12-20,North,Product B,2338.69
2023-12-20,North,Product A,2781.31
2023-12-20,West,Product B,410.17
2023-12-20,South,Product B,4031.76
2023-12-21,West,Product D,3811.99
2023-12-21,East,Product B,2185.26
2023-12-21,South,Product C,1726.27
2023-12-21,West,Product A,4126.09
2023-12-22,North,Product A,1249.97
2023-12-22,North,Product C,3190.54
2023-12-22,East,Product B,2081.17
2023-12-22,South,Product C,4192.78
2023-12-22,West,Product A,2891.11
2023-12-22,South,Product C,3256.16
2023-12-22,East,Product B,2114.42
2023-12-22,South,Product A,4095.43
2023-12-23,West,Product B,2088.89
2023-12-23,East,Product B,487.15
2023-12-23,West,Product D,4364.15
2023-12-23,South,Product A,3802.74
2023-12-23,East,Product C,1243.97
2023-12-24,East,Product A,3367.81
2023-12-24,East,Product B,656.79
2023-12-24,North,Product B,3826.13
2023-12-24,East,Product A,2770.86
2023-12-24,West,Product D,1583.33
2023-12-24,North,Product D,4020.21
2023-12-25,South,Product C,3377.56
2023-12-25,North,Product C,1973.23
2023-12-25,East,Product D,1989.05
2023-12-25,West,Product B,1262.52
2023-12-25,East,Product B,2452.59
2023-12-25,East,Product C,1482.56
2023-12-25,East,Product D,4790.43
2023-12-26,West,Product D,3515.93
2023-12-26,South,Product A,4253.2
2023-12-26,East,Product B,1010.27
2023-12-26,East,Product C,2019.89
2023-12-26,West,Product A,3291.89
2023-12-26,North,Product A,4313.75
2023-12-26,East,Product D,971.52
2023-12-26,East,Product C,4278.63
2023-12-27,East,Product D,2791.49
2023-12-27,North,Product A,3247.29
2023-12-27,North,Product A,1270.07
2023-12-27,East,Product D,3861.94
2023-12-27,North,Product A,4669.63
2023-12-27,West,Product D,4080.33
2023-12-27,South,Product B,3135.99
2023-12-27,West,Product B,3558.21
2023-12-28,North,Product C,2690.02
2023-12-28,North,Product B,3839.22
2023-12-28,North,Product D,870.46
2023-12-28,North,Product C,2700.85
2023-12-28,North,Product B,259.23
2023-12-28,South,Product A,684.74
2023-12-29,West,Product C,2515.85
2023-12-29,West,Product A,2143.24
2023-12-29,South,Product C,1043.05
2023-12-29,North,Product B,4449.03
2023-12-29,West,Product A,2781.55
2023-12-29,West,Product D,420.97
2023-12-29,East,Product D,2109.55
2023-12-29,South,Product C,1145.05
2023-12-29,West,Product D,4228.84
2023-12-30,South,Product C,3271.85
2023-12-30,East,Product D,2379.18
2023-12-30,North,Product D,4295.4
2023-12-30,West,Product C,4731.4
2023-12-30,East,Product B,3054.27
2023-12-30,West,Product A,3413.0
2023-12-30,East,Product B,2047.44
2023-12-30,North,Product A,3200.04
2023-12-30,North,Product C,1122.6
2023-12-30,North,Product B,3915.68
2023-12-31,North,Product B,520.18
2023-12-31,East,Product C,2611.43
2023-12-31,East,Product B,200.6
2023-12-31,West,Product D,2705.95
2023-12-31,South,Product B,3491.39
2023-12-31,South,Product D,841.71
2023-12-31,East,Product D,4549.46
2023-12-31,East,Product A,3170.48
2023-12-31,East,Product D,1324.19
2024-01-01,North,Product C,4562.4
2024-01-01,South,Product D,2683.95
2024-01-01,North,Product B,3157.12
2024-01-01,West,Product A,4428.13
2024-01-01,West,Product B,1994.11
2024-01-01,North,Product D,3559.32
2024-01-01,East,Product C,4684.9
2024-01-02,South,Product D,3577.95
2024-01-02,North,Product C,1403.84
2024-01-02,South,Product D,1663.16
2024-01-02,West,Product B,1452.82
2024-01-02,North,Product B,2230.66
2024-01-02,North,Product C,4551.33
2024-01-02,East,Product D,3585.06
2024-01-03,East,Product A,1713.59
2024-01-03,North,Product D,3983.03
2024-01-03,East,Product B,1972.71
2024-01-04,South,Product D,509.58
2024-01-04,South,Product A,3080.19
2024-01-04,East,Product B,4801.59
2024-01-04,West,Product A,3434.31
2024-01-04,West,Product A,3408.39
2024-01-04,East,Product D,3383.43
2024-01-04,West,Product D,2963.79
2024-01-04,North,Product D,1752.61
2024-01-05,East,Product D,3155.82
2024-01-05,East,Product C,1496.84
2024-01-05,North,Product D,4101.79
2024-01-05,South,Product C,380.41
2024-01-05,North,Product C,327.03
2024-01-06,South,Product C,228.39
2024-01-06,South,Product D,321.78
2024-01-06,North,Product A,168.68
2024-01-06,South,Product A,3829.98
2024-01-06,North,Product C,4857.53
2024-01-06,North,Product C,3484.02
2024-01-07,East,Product A,2148.3
2024-01-07,East,Product A,2445.75
2024-01-07,West,Product C,1801.83
2024-01-08,West,Product B,2965.27
2024-01-08,North,Product D,4281.88
2024-01-08,South,Product A,1589.32
2024-01-08,North,Product A,3685.71
2024-01-08,North,Product C,4502.29
2024-01-08,West,Product A,382.11
2024-01-09,South,Product C,1960.0
2024-01-09,South,Product B,4159.74
2024-01-09,South,Product C,2196.43
2024-01-09,North,Product D,2068.91
2024-01-09,North,Product A,3379.93
2024-01-09,South,Product D,271.52
2024-01-10,North,Product D,3001.01
2024-01-10,North,Product C,150.17
2024-01-10,East,Product C,2553.42
2024-01-10,North,Product C,2365.8
2024-01-10,East,Product A,2899.81
2024-01-10,South,Product C,4025.46
2024-01-10,South,Product D,2923.07
2024-01-10,North,Product B,1407.16
2024-01-11,South,Product B,2609.89
2024-01-11,South,Product C,1827.86
2024-01-11,West,Product A,4734.01
2024-01-11,South,Product A,548.43
2024-01-11,West,Product C,1493.01
2024-01-11,South,Product C,3985.95
2024-01-11,South,Product B,2356.06
2024-01-11,South,Product A,962.62
2024-01-12,South,Product D,3464.99
2024-01-12,West,Product A,110.84
2024-01-12,North,Product A,4422.58
2024-01-12,East,Product D,4469.34
2024-01-12,South,Product A,3634.47
2024-01-12,East,Product C,1371.95
2024-01-12,South,Product D,3306.86
2024-01-13,South,Product A,3735.79
2024-01-13,North,Product B,258.64
2024-01-13,East,Product D,816.96
2024-01-13,East,Product A,744.6
2024-01-13,North,Product A,4703.87
2024-01-13,South,Product C,565.18
2024-01-13,West,Product D,85.74
2024-01-13,West,Product A,945.82
2024-01-13,North,Product C,2324.96
2024-01-14,East,Product C,2287.91
2024-01-14,East,Product A,4460.43
2024-01-14,North,Product B,1888.74
2024-01-14,East,Product A,954.18
2024-01-14,West,Product C,1765.56
2024-01-14,West,Product A,1637.78
2024-01-15,East,Product C,2328.02
2024-01-15,North,Product A,615.74
2024-01-15,West,Product A,4054.44
2024-01-15,East,Product D,983.56
2024-01-15,East,Product B,1615.65
2024-01-15,West,Product A,1514.28
2024-01-15,East,Product A,614.55
2024-01-15,East,Product D,4855.73
2024-01-15,South,Product C,3299.25
2024-01-15,North,Product B,1801.83
2024-01-16,North,Product D,2395.9
2024-01-16,East,Product B,3935.17
2024-01-16,South,Product D,2101.88
2024-01-16,West,Product A,451.88
2024-01-16,North,Product C,3962.52
2024-01-16,North,Product D,2072.01
2024-01-16,South,Product C,4387.21
2024-01-16,South,Product A,4561.7
2024-01-17,East,Product A,1399.11
2024-01-17,East,Product B,1069.79
2024-01-17,East,Product D,3325.29
2024-01-17,East,Product A,3292.37
2024-01-17,North,Product A,2990.82
2024-01-17,North,Product B,108.24
2024-01-17,North,Product A,4934.64
2024-01-17,West,Product A,4210.23
2024-01-18,West,Product D,322.02
2024-01-18,South,Product A,3128.32
2024-01-18,East,Product D,752.05
2024-01-18,West,Product B,2492.83
2024-01-19,North,Product A,1517.68
2024-01-19,East,Product B,2608.16
2024-01-19,West,Product A,2662.47
2024-01-19,East,Product D,1060.16
2024-01-19,West,Product A,3455.52
2024-01-19,East,Product B,2815.47
2024-01-19,East,Product A,4978.26
2024-01-20,East,Product A,2931.5
2024-01-20,West,Product C,3472.95
2024-01-20,West,Product D,3787.14
2024-01-20,West,Product A,1414.65
2024-01-20,South,Product D,2484.79
2024-01-20,East,Product D,2118.95
2024-01-20,East,Product C,3650.62
2024-01-21,West,Product C,2246.73
2024-01-21,East,Product A,1576.36
2024-01-21,East,Product A,4932.59
2024-01-21,South,Product C,1214.86
2024-01-21,North,Product A,790.27
2024-01-21,West,Product C,1193.16
2024-01-21,West,Product D,1329.99
2024-01-21,West,Product B,2733.07
2024-01-21,South,Product C,2661.74
2024-01-21,South,Product B,1108.5
2024-01-22,South,Product C,127.43
2024-01-22,East,Product B,4428.26
2024-01-22,West,Product A,2740.27
2024-01-22,West,Product B,538.35
2024-01-22,West,Product D,4714.56
2024-01-22,South,Product C,1649.79
2024-01-22,North,Product B,564.0
2024-01-22,South,Product B,4426.15
2024-01-22,East,Product A,1603.7
2024-01-22,South,Product C,1475.29
2024-01-23,South,Product A,1028.36
2024-01-23,East,Product D,2044.31
2024-01-23,West,Product B,4360.91
2024-01-23,South,Product C,4393.57
2024-01-24,South,Product C,4641.81
2024-01-24,North,Product B,3260.24
2024-01-24,North,Product B,4925.11
2024-01-25,West,Product D,2906.53
2024-01-25,West,Product C,2581.86
2024-01-25,South,Product B,3103.58
2024-01-25,West,Product D,1669.74
2024-01-25,North,Product C,4559.53
2024-01-25,North,Product C,319.33
2024-01-25,East,Product D,1097.07
2024-01-25,South,Product A,3091.33
2024-01-25,East,Product A,3953.48
2024-01-26,West,Product C,722.64
2024-01-26,North,Product D,3407.84
2024-01-26,North,Product A,2513.89
2024-01-26,East,Product B,3315.67
2024-01-26,East,Product C,1524.05
2024-01-26,South,Product D,3816.41
2024-01-26,North,Product D,2102.37
2024-01-26,West,Product A,1405.52
2024-01-27,West,Product D,1249.44
2024-01-27,South,Product B,4302.28
2024-01-27,South,Product D,1261.2
2024-01-27,South,Product B,2377.97
2024-01-27,West,Product A,2264.53
2024-01-27,East,Product D,3834.59
2024-01-27,West,Product C,1024.92
2024-01-27,North,Product A,488.19
2024-01-28,South,Product C,1281.28
2024-01-28,North,Product C,4522.62
2024-01-28,West,Product D,2107.77
2024-01-28,North,Product C,3205.35
2024-01-28,West,Product B,2691.94
2024-01-28,South,Product D,2659.0
2024-01-28,South,Product B,2740.18
2024-01-28,West,Product C,2473.33
2024-01-29,East,Product B,2085.58
2024-01-29,South,Product A,2121.31
2024-01-29,West,Product A,3626.93
2024-01-29,North,Product D,1627.55
2024-01-30,East,Product B,4191.72
2024-01-30,East,Product D,1492.99
2024-01-30,South,Product C,4946.46
2024-01-30,West,Product B,4070.59
2024-01-30,East,Product C,1216.65
2024-01-30,East,Product A,1817.07
2024-01-30,North,Product D,516.5
2024-01-30,East,Product B,1261.71
2024-01-31,North,Product B,1472.29
2024-01-31,West,Product A,1138.67
2024-01-31,East,Product A,4691.93
2024-01-31,North,Product A,720.32
2024-01-31,North,Product D,1296.67
2024-02-01,North,Product B,2403.86
2024-02-01,East,Product C,789.45
2024-02-01,South,Product A,3754.18
2024-02-01,North,Product D,1697.91
2024-02-01,West,Product C,1922.07
2024-02-01,West,Product A,3370.26
2024-02-01,East,Product B,1609.29
2024-02-01,West,Product C,3072.68
2024-02-01,West,Product A,3349.37
2024-02-02,West,Product A,3743.35
2024-02-02,North,Product A,4453.98
2024-02-02,South,Product A,3091.68
2024-02-02,East,Product C,3564.17
2024-02-02,North,Product B,2223.19
2024-02-03,South,Product A,1073.86
2024-02-03,South,Product D,1199.06
2024-02-03,South,Product B,2717.16
2024-02-03,North,Product A,504.89
2024-02-03,East,Product B,2278.12
2024-02-03,South,Product B,2783.46
2024-02-03,North,Product A,2678.99
2024-02-03,East,Product C,1109.56
2024-02-04,West,Product B,4795.55
2024-02-04,West,Product C,3235.58
2024-02-04,North,Product C,597.18
2024-02-04,South,Product D,2047.67
2024-02-04,North,Product A,754.32
2024-02-04,South,Product D,2555.84
2024-02-04,North,Product C,1625.47
2024-02-05,East,Product B,2926.87
2024-02-05,North,Product D,259.56
2024-02-05,East,Product A,4326.32
2024-02-05,North,Product B,1747.53
2024-02-05,South,Product B,2873.42
2024-02-05,South,Product C,3591.75
2024-02-05,North,Product A,2992.65
2024-02-05,East,Product A,2435.09
2024-02-05,North,Product C,1088.83
2024-02-05,South,Product C,1498.99
2024-02-05,West,Product C,4741.28
2024-02-05,North,Product C,3640.68
2024-02-05,South,Product C,601.01
2024-02-05,West,Product B,215.3
2024-02-05,North,Product B,3574.71
2024-02-06,East,Product D,4793.72
2024-02-06,East,Product D,1719.33
2024-02-06,North,Product C,3189.43
2024-02-06,North,Product D,3036.46
2024-02-06,South,Product C,2707.5
2024-02-07,West,Product B,934.6
2024-02-07,North,Product D,147.07
2024-02-07,West,Product C,4809.08
2024-02-07,North,Product D,3357.49
2024-02-07,North,Product A,1354.69
2024-02-07,East,Product A,1915.26
2024-02-07,South,Product B,423.99
2024-02-08,South,Product D,4165.61
2024-02-08,West,Product A,776.9
2024-02-08,East,Product A,3637.71
2024-02-08,West,Product D,3047.57
2024-02-08,North,Product B,408.12
2024-02-08,East,Product D,3025.08
2024-02-08,East,Product A,308.32
2024-02-09,South,Product B,4356.77
2024-02-09,West,Product C,172.81
2024-02-09,North,Product A,422.84
2024-02-09,East,Product A,4180.55
2024-02-09,South,Product D,4717.42
2024-02-09,East,Product C,976.51
2024-02-09,West,Product D,2020.84
2024-02-09,West,Product B,1664.62
2024-02-09,South,Product D,108.76
2024-02-10,North,Product A,3751.34
2024-02-10,North,Product B,2649.26
2024-02-10,South,Product C,495.34
2024-02-10,South,Product A,687.62
2024-02-10,East,Product D,1301.08
2024-02-10,North,Product C,564.18
2024-02-10,North,Product C,255.9
2024-02-11,West,Product D,4391.28
2024-02-11,North,Product B,1970.36
2024-02-11,East,Product B,4229.91
2024-02-11,West,Product A,980.89
2024-02-11,South,Product C,2793.14
2024-02-11,North,Product C,1730.67
2024-02-11,South,Product B,4224.5
2024-02-11,South,Product A,235.57
2024-02-11,East,Product C,2808.23
2024-02-12,West,Product D,767.25
2024-02-12,South,Product A,4643.27
2024-02-12,South,Product A,4074.87
2024-02-12,West,Product D,2096.41
2024-02-12,West,Product B,862.72
2024-02-12,North,Product D,452.33
2024-02-13,South,Product D,1823.92
2024-02-13,East,Product D,3408.81
2024-02-13,North,Product D,546.64
2024-02-13,East,Product C,4848.28
2024-02-14,East,Product C,4132.38
2024-02-14,South,Product D,4317.32
2024-02-14,East,Product C,3506.17
2024-02-15,North,Product B,2048.86
2024-02-15,West,Product B,1466.6
2024-02-15,West,Product B,1367.83
2024-02-15,South,Product D,4521.87
2024-02-16,North,Product A,1209.26
2024-02-16,West,Product B,4563.18
2024-02-16,South,Product B,3291.42
2024-02-16,South,Product C,1487.88
2024-02-16,West,Product B,4457.06
2024-02-16,East,Product A,1109.11
2024-02-16,North,Product B,4598.32
2024-02-17,West,Product A,1730.85
2024-02-17,East,Product D,2143.2
2024-02-17,North,Product B,4951.45
2024-02-17,North,Product D,976.37
2024-02-18,East,Product D,1173.16
2024-02-18,South,Product A,2391.52
2024-02-18,South,Product C,4320.24
2024-02-18,North,Product D,591.68
2024-02-18,West,Product D,2452.14
2024-02-18,North,Product B,4442.09
2024-02-18,South,Product C,1682.17
2024-02-18,West,Product A,4642.66
2024-02-18,East,Product D,4263.85
2024-02-18,North,Product A,4415.84
2024-02-18,South,Product C,946.26
2024-02-18,West,Product B,4646.18
2024-02-19,North,Product D,2429.89
2024-02-19,West,Product A,4284.27
2024-02-19,North,Product A,2683.98
2024-02-19,East,Product A,2316.65
2024-02-20,West,Product B,4309.99
2024-02-20,East,Product C,60.6
2024-02-20,East,Product C,710.24
2024-02-20,North,Product C,2022.87
2024-02-20,West,Product D,1044.31
2024-02-20,North,Product D,2008.57
2024-02-20,North,Product B,84.44
2024-02-21,West,Product A,1229.4
2024-02-21,West,Product C,69.45
2024-02-21,South,Product A,4767.97
2024-02-21,East,Product D,4813.34
2024-02-22,South,Product D,2306.93
2024-02-22,East,Product C,1994.29
2024-02-22,North,Product B,3326.36
2024-02-22,South,Product B,4054.72
2024-02-22,West,Product B,3528.0
2024-02-22,South,Product A,2546.68
2024-02-23,West,Product C,1106.63
2024-02-23,South,Product B,2112.91
2024-02-23,South,Product D,1703.98
2024-02-23,North,Product D,4391.92
2024-02-23,East,Product D,2683.26
2024-02-23,East,Product D,4636.46
2024-02-23,East,Product A,3753.04
2024-02-23,East,Product B,1177.5
2024-02-23,West,Product C,3779.84
2024-02-24,East,Product D,3300.78
2024-02-24,South,Product B,1296.21
2024-02-24,South,Product D,119.21
2024-02-24,East,Product D,1881.49
2024-02-24,South,Product A,3226.79
2024-02-24,North,Product C,3479.9
2024-02-24,South,Product B,2492.87
2024-02-24,West,Product C,390.32
2024-02-24,West,Product B,2082.97
2024-02-24,North,Product A,4456.02
2024-02-24,North,Product C,871.1
2024-02-24,North,Product A,1461.24
2024-02-24,North,Product B,3140.9
2024-02-25,West,Product C,4887.08
2024-02-25,East,Product B,3021.08
2024-02-25,South,Product D,3974.58
2024-02-25,South,Product C,3976.49
2024-02-25,East,Product D,3421.8
2024-02-25,East,Product C,1342.28
2024-02-26,West,Product B,1297.89
2024-02-26,South,Product C,3616.06
2024-02-26,North,Product B,4511.93
2024-02-26,South,Product A,765.35
2024-02-26,East,Product C,4539.02
2024-02-26,South,Product C,2905.7
2024-02-26,West,Product C,1721.67
2024-02-26,North,Product A,4666.6
2024-02-27,South,Product C,4631.44
2024-02-27,East,Product C,3784.89
2024-02-27,North,Product B,4358.53
2024-02-28,South,Product A,4429.18
2024-02-28,North,Product C,1363.58
2024-02-28,North,Product B,1907.44
2024-02-28,North,Product D,2564.08
2024-02-28,East,Product A,297.59
2024-02-29,South,Product A,3655.16
2024-02-29,East,Product D,2460.73
2024-02-29,North,Product A,2302.3
2024-02-29,East,Product D,4678.63
2024-02-29,East,Product A,2125.04
2024-02-29,East,Product C,1038.65
2024-02-29,North,Product A,2750.17
2024-02-29,East,Product C,1840.14
2024-02-29,West,Product A,3548.49
2024-03-01,West,Product A,4114.56
2024-03-01,East,Product C,671.78
2024-03-01,South,Product A,4738.08
2024-03-01,East,Product A,3045.1
2024-03-01,East,Product D,208.94
2024-03-01,North,Product A,2824.34
2024-03-02,South,Product C,3036.37
2024-03-02,South,Product A,3848.03
2024-03-02,East,Product D,3644.23
2024-03-02,West,Product B,4686.61
2024-03-02,South,Product A,1910.01
2024-03-02,North,Product B,2198.65
2024-03-02,North,Product A,2307.83
2024-03-03,East,Product D,3941.6
2024-03-03,West,Product B,2076.88
2024-03-03,East,Product D,3156.77
2024-03-03,South,Product B,790.88
2024-03-03,West,Product C,3594.83
2024-03-03,North,Product A,815.69
2024-03-03,South,Product B,413.14
2024-03-04,North,Product C,4687.03
2024-03-04,North,Product A,1216.43
2024-03-04,West,Product C,96.26
2024-03-04,South,Product D,890.4
2024-03-04,West,Product C,449.86
2024-03-04,West,Product A,1756.7
2024-03-05,West,Product B,4159.41
2024-03-05,North,Product A,4165.51
2024-03-05,East,Product B,3971.5
2024-03-05,North,Product B,4447.12
2024-03-06,South,Product C,567.31
2024-03-06,North,Product A,850.28
2024-03-06,South,Product A,4108.35
2024-03-06,South,Product D,4573.38
2024-03-06,West,Product B,4983.83
2024-03-07,West,Product C,1349.3
2024-03-07,North,Product D,1392.33
2024-03-07,West,Product A,2812.76
2024-03-07,North,Product D,2285.15
2024-03-07,South,Product D,4553.11
2024-03-07,West,Product B,417.52
2024-03-08,West,Product A,1445.04
2024-03-08,North,Product A,4851.13
2024-03-08,West,Product D,1583.37
2024-03-09,East,Product C,154.07
2024-03-09,West,Product D,2284.11
2024-03-09,West,Product A,2902.34
2024-03-09,North,Product B,982.55
2024-03-09,North,Product A,4728.0
2024-03-10,North,Product A,3925.52
2024-03-10,East,Product D,4313.18
2024-03-10,North,Product A,560.06
2024-03-10,East,Product D,2348.79
2024-03-10,North,Product D,3410.45
2024-03-10,North,Product C,237.03
2024-03-10,South,Product B,3596.56
2024-03-10,West,Product A,2865.65
2024-03-10,West,Product A,2208.44
2024-03-10,West,Product A,1476.65
2024-03-10,East,Product D,3787.59
2024-03-11,South,Product A,257.93
2024-03-11,South,Product C,3312.82
2024-03-11,North,Product D,4218.72
2024-03-11,East,Product D,1536.12
2024-03-11,North,Product B,1584.61
2024-03-11,East,Product A,2693.08
2024-03-11,North,Product D,2193.73
2024-03-11,West,Product B,1525.31
2024-03-11,South,Product C,3429.65
2024-03-12,South,Product B,4716.72
2024-03-12,West,Product A,1074.58
2024-03-12,North,Product B,1988.89
2024-03-12,West,Product A,3074.19
2024-03-12,South,Product A,4753.91
2024-03-12,East,Product D,2525.46
2024-03-12,West,Product A,2315.28
2024-03-13,East,Product A,1865.0
2024-03-13,North,Product A,106.59
2024-03-13,East,Product D,3556.2
2024-03-13,North,Product A,2673.0
2024-03-13,South,Product D,4288.52
2024-03-13,West,Product C,4935.22
2024-03-13,North,Product D,2849.51
2024-03-13,North,Product D,3325.74
2024-03-14,South,Product D,3141.36
2024-03-14,East,Product A,2173.4
2024-03-14,West,Product A,3794.94
2024-03-14,East,Product A,1310.87
2024-03-15,East,Product A,2078.75
2024-03-15,West,Product D,803.13
2024-03-15,North,Product B,3474.5
2024-03-15,West,Product C,1193.15
2024-03-15,North,Product B,2960.03
2024-03-16,South,Product D,3513.58
2024-03-16,West,Product C,3972.88
2024-03-16,West,Product B,1190.59
2024-03-16,East,Product B,1680.61
2024-03-16,East,Product A,812.67
2024-03-16,North,Product C,1779.95
2024-03-16,South,Product D,3696.91
2024-03-16,East,Product A,4648.65
2024-03-17,East,Product C,2187.63
2024-03-17,East,Product D,3239.61
2024-03-17,South,Product B,621.23
2024-03-17,West,Product D,1939.02
2024-03-17,West,Product A,3598.58
2024-03-17,South,Product A,3679.36
2024-03-17,North,Product C,1114.6
2024-03-17,North,Product D,4985.1
2024-03-18,South,Product C,2843.99
2024-03-18,West,Product D,4593.12
2024-03-18,West,Product A,3464.71
2024-03-18,East,Product D,1832.7
2024-03-18,West,Product D,4028.57
2024-03-18,North,Product B,3740.06
2024-03-18,West,Product C,1727.07
2024-03-18,East,Product B,1594.41
2024-03-18,West,Product B,3140.46
2024-03-19,North,Product A,2248.51
2024-03-19,West,Product B,104.59
2024-03-19,East,Product D,3242.29
2024-03-20,North,Product C,1005.42
2024-03-20,West,Product A,4639.52
2024-03-20,West,Product A,207.83
2024-03-20,North,Product C,4548.03
2024-03-20,East,Product C,1849.96
2024-03-20,East,Product B,3026.48
2024-03-20,South,Product C,1491.9
2024-03-20,East,Product B,4693.04
2024-03-20,South,Product A,1647.93
2024-03-21,North,Product D,1857.0
2024-03-21,East,Product B,80.13
2024-03-21,East,Product D,2177.24
2024-03-21,East,Product D,3090.21
2024-03-21,North,Product C,1102.48
2024-03-21,South,Product D,2500.53
2024-03-22,South,Product C,4889.68
2024-03-22,North,Product C,1963.14
2024-03-22,West,Product B,208.99
2024-03-22,North,Product D,2130.44
2024-03-23,East,Product C,2022.59
2024-03-23,South,Product C,724.36
2024-03-23,West,Product D,512.49
2024-03-24,East,Product B,1393.85
2024-03-24,West,Product D,1508.51
2024-03-24,North,Product D,1978.65
2024-03-24,East,Product B,4297.08
2024-03-24,West,Product A,2089.2
2024-03-24,West,Product C,4240.35
2024-03-24,South,Product D,3290.38
2024-03-24,South,Product D,4079.63
2024-03-25,North,Product B,417.15
2024-03-25,East,Product C,4268.57
2024-03-25,South,Product D,3411.69
2024-03-25,East,Product C,2431.28
2024-03-25,West,Product C,1003.25
2024-03-25,South,Product B,2689.34
2024-03-25,East,Product A,3051.73
2024-03-25,North,Product D,3826.6
2024-03-25,South,Product C,1851.94
2024-03-25,West,Product A,1048.19
2024-03-25,West,Product D,692.05
2024-03-25,North,Product C,4094.57
2024-03-26,East,Product D,890.13
2024-03-26,East,Product A,123.81
2024-03-26,North,Product C,1521.85
2024-03-26,South,Product D,3283.69
2024-03-26,East,Product D,59.27
2024-03-26,North,Product D,2175.15
2024-03-26,East,Product B,2125.98
2024-03-27,South,Product B,214.21
2024-03-27,East,Product A,1019.4
2024-03-27,West,Product D,2535.55
2024-03-27,North,Product D,1588.69
2024-03-27,North,Product D,2751.23
2024-03-27,North,Product A,1652.13
2024-03-27,East,Product C,2415.56
2024-03-27,West,Product B,1203.6
2024-03-28,West,Product B,4172.6
2024-03-28,North,Product D,3361.95
2024-03-28,South,Product D,306.14
2024-03-28,West,Product A,3290.37
2024-03-28,South,Product D,634.0
2024-03-28,West,Product D,606.9
2024-03-28,South,Product C,190.01
2024-03-28,East,Product B,1866.44
2024-03-29,East,Product A,4458.8
2024-03-29,North,Product C,3409.63
2024-03-29,North,Product B,4799.23
2024-03-29,North,Product A,1078.36
2024-03-29,West,Product D,4911.1
2024-03-29,West,Product C,1390.13
2024-03-30,North,Product A,269.52
2024-03-30,South,Product C,970.74
2024-03-30,North,Product D,2608.34
2024-03-30,West,Product A,1978.27
2024-03-30,East,Product B,4313.1
2024-03-30,South,Product C,1888.51
2024-03-30,South,Product C,4376.81
2024-03-30,South,Product B,3478.44
2024-03-30,East,Product A,4649.94
2024-03-30,West,Product B,1003.02
2024-03-30,South,Product A,3601.15
2024-03-30,North,Product A,4345.35
2024-03-31,West,Product A,706.28
2024-03-31,West,Product D,4771.91
2024-03-31,North,Product A,3338.66
2024-03-31,East,Product C,298.55
2024-03-31,North,Product D,4249.67
2024-03-31,North,Product D,3635.89
2024-03-31,South,Product D,4283.81
2024-03-31,South,Product A,4897.23
2024-03-31,North,Product C,112.66
2024-04-01,South,Product B,3879.5
2024-04-01,South,Product D,4384.8
2024-04-01,West,Product C,337.76
2024-04-01,South,Product C,4755.22
2024-04-01,West,Product D,2845.82
2024-04-01,North,Product A,1062.3
2024-04-02,East,Product D,2766.77
2024-04-02,North,Product B,4801.64
2024-04-02,North,Product B,4630.06
2024-04-02,South,Product C,4369.55
2024-04-02,South,Product D,3121.77
2024-04-03,South,Product A,2589.69
2024-04-03,East,Product D,4007.91
2024-04-03,North,Product C,4930.56
2024-04-03,South,Product D,1984.21
2024-04-03,North,Product C,3680.14
2024-04-03,South,Product B,3986.67
2024-04-03,North,Product B,250.41
2024-04-03,East,Product A,2057.82
2024-04-03,North,Product A,863.11
2024-04-03,South,Product C,3671.65
2024-04-04,West,Product A,3226.29
2024-04-04,North,Product D,2892.75
2024-04-04,North,Product D,877.15
2024-04-04,East,Product C,4451.01
2024-04-04,East,Product C,2461.89
2024-04-04,West,Product D,1408.34
2024-04-04,West,Product C,1009.01
2024-04-05,South,Product D,922.16
2024-04-05,East,Product C,3186.0
2024-04-05,South,Product A,1714.02
2024-04-05,North,Product B,3482.66
2024-04-05,North,Product C,1125.42
2024-04-06,West,Product B,3487.98
2024-04-06,East,Product D,205.71
2024-04-06,East,Product A,150.99
2024-04-06,South,Product D,2513.37
2024-04-06,North,Product D,2857.46
2024-04-06,East,Product B,3545.85
2024-04-07,South,Product D,3416.78
2024-04-07,East,Product B,873.75
